Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
Closed,TKT-3697,Medium,Email,Product setup,Michele Whyatt,2023-11-27 14:51:28,2023-11-29 14:51:28,2023-11-27 15:51:28,2023-11-28 05:17:54,2023-11-27 14:56:34,1,1,Ready to use Software,Tier 2,France,14.44,5,1,0,0,2022-04-10,Junior,,
Closed,TKT-3698,High,Email,Product setup,Sheela Cutten,2023-11-27 09:25:50,2023-11-29 09:25:50,2023-11-27 10:25:50,2023-11-29 15:47:20,2023-11-27 10:21:39,4,4,Ready to use Software,Tier 1,Italy,54.36,56,0,1,0,2019-07-10,Senior,,
Resolved,TKT-3699,Medium,Email,Bug report,Adolpho Messingham,2023-11-27 03:24:46,2023-11-29 03:24:46,2023-11-27 04:24:46,2023-11-30 18:53:19,2023-11-27 04:22:33,5,,Custom software development,Tier 2,United Kingdom,87.48,58,0,1,0,2020-05-15,Mid-Level,,
In Progress,TKT-3700,High,Chat,Feature request,Bernard Beckley,2023-11-27 07:00:19,2023-11-28 07:00:19,2023-11-27 07:02:19,,2023-11-27 07:05:57,6,,Custom software development,Tier 1,Italy,,6,0,,1,2019-11-20,Senior,,
Closed,TKT-3701,High,Email,Purchasing and invoicing,Nicola Wane,2023-11-27 14:41:58,2023-11-29 14:41:58,2023-11-27 15:41:58,2023-11-29 11:08:48,2023-11-27 15:39:51,5,4,Custom software development,Tier 1,United Kingdom,44.45,58,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3703,Low,Email,Pricing and licensing,Nicola Wane,2023-11-27 20:44:12,2023-11-29 20:44:12,2023-11-27 21:44:12,2023-11-28 13:17:30,2023-11-27 21:14:16,1,4,Custom software development,Tier 1,United Kingdom,16.56,30,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3704,High,Chat,Product setup,Michele Whyatt,2023-11-27 06:31:14,2023-11-28 06:31:14,2023-11-27 06:33:14,2023-12-02 05:33:10,2023-11-27 06:31:53,2,,Ready to use Software,Tier 2,Italy,119.03,1,0,1,0,2022-04-10,Junior,,
Closed,TKT-3705,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-11-27 04:05:38,2023-11-28 04:05:38,2023-11-27 04:07:38,2023-11-28 01:48:32,2023-11-27 04:06:21,6,2,Other,Tier 1,Poland,21.71,1,0,0,0,2019-07-10,Senior,,
Closed,TKT-3706,Low,Email,Bug report,Bernard Beckley,2023-11-27 01:35:50,2023-11-29 01:35:50,2023-11-27 02:35:50,2023-11-27 04:07:47,2023-11-27 02:23:12,5,2,Training and Consulting Services,Tier 1,Germany,2.53,47,0,0,0,2019-11-20,Senior,,
Resolved,TKT-3707,Low,Email,Product setup,Sheela Cutten,2023-11-28 01:50:18,2023-11-30 01:50:18,2023-11-28 02:50:18,2023-12-03 14:32:58,2023-11-28 02:26:29,4,,Ready to use Software,Tier 1,Italy,132.71,36,0,1,0,2019-07-10,Senior,,
Resolved,TKT-3708,Medium,Email,Purchasing and invoicing,Adolpho Messingham,2023-11-28 02:08:15,2023-11-30 02:08:15,2023-11-28 03:08:15,2023-11-28 04:33:22,2023-11-28 02:43:20,1,,Custom software development,Tier 2,France,2.42,35,1,0,0,2020-05-15,Mid-Level,,
Closed,TKT-3709,Low,Email,Feature request,Sheela Cutten,2023-11-28 10:37:48,2023-11-30 10:37:48,2023-11-28 11:37:48,2023-12-03 09:03:44,2023-11-28 13:17:35,8,3,Other,Tier 1,Italy,118.43,160,0,1,1,2019-07-10,Senior,,
In Progress,TKT-3710,Low,Email,Product setup,Sheela Cutten,2023-11-28 07:52:47,2023-11-30 07:52:47,2023-11-28 08:52:47,,2023-11-28 08:30:36,8,,Ready to use Software,Tier 1,Italy,,38,0,,0,2019-07-10,Senior,,
Resolved,TKT-3711,Low,Email,Product setup,Nicola Wane,2023-11-28 18:20:48,2023-11-30 18:20:48,2023-11-28 19:20:48,2023-11-29 23:37:00,2023-11-28 18:59:12,8,,Ready to use Software,Tier 1,Slovenia,29.27,38,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3712,High,Email,Feature request,Adolpho Messingham,2023-11-29 02:28:15,2023-12-01 02:28:15,2023-11-29 03:28:15,2023-11-29 22:23:25,2023-11-29 02:34:01,2,1,Custom software development,Tier 2,Poland,19.92,6,0,0,0,2020-05-15,Mid-Level,,
In Progress,TKT-3713,Low,Email,Bug report,Connor Danielovitch,2023-11-29 15:15:55,2023-12-01 15:15:55,2023-11-29 16:15:55,,2023-11-29 15:33:57,10,,Ready to use Software,Tier 1,Greece,,18,0,,0,2018-02-15,Senior,,
Closed,TKT-3715,Medium,Chat,Purchasing and invoicing,Sheela Cutten,2023-11-29 04:46:58,2023-11-30 04:46:58,2023-11-29 04:48:58,2023-11-29 20:39:33,2023-11-29 04:48:13,8,2,Other,Tier 1,Poland,15.88,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-3716,Low,Chat,Product setup,Nicola Wane,2023-11-29 03:34:33,2023-11-30 03:34:33,2023-11-29 03:36:33,,2023-11-29 03:34:38,5,,Training and Consulting Services,Tier 1,France,,0,0,,0,2021-03-12,Mid-Level,,
Resolved,TKT-3717,Medium,Phone,Pricing and licensing,Sheela Cutten,2023-11-29 13:23:18,2023-12-01 13:23:18,2023-11-29 13:25:18,2023-11-30 15:16:03,2023-11-29 13:24:58,1,,Custom software development,Tier 1,Germany,25.88,2,1,0,0,2019-07-10,Senior,,
In Progress,TKT-3718,Medium,Chat,Feature request,Bernard Beckley,2023-11-29 11:04:30,2023-11-30 11:04:30,2023-11-29 11:06:30,,2023-11-29 11:04:43,60,,Custom software development,Tier 1,Italy,,0,0,,0,2019-11-20,Senior,,
Closed,TKT-3719,Medium,Chat,Pricing and licensing,Bernard Beckley,2023-11-29 02:12:23,2023-11-30 02:12:23,2023-11-29 02:14:23,2023-11-30 19:10:47,2023-11-29 02:13:01,8,4,Training and Consulting Services,Tier 1,Germany,40.97,1,0,1,0,2019-11-20,Senior,,
Closed,TKT-3720,Medium,Phone,Feature request,Connor Danielovitch,2023-11-29 03:46:33,2023-12-01 03:46:33,2023-11-29 03:48:33,2023-11-30 00:57:54,2023-11-29 03:47:40,6,5,Ready to use Software,Tier 1,Poland,21.19,1,0,0,0,2018-02-15,Senior,,
Closed,TKT-3721,High,Email,Pricing and licensing,Connor Danielovitch,2023-11-29 00:31:07,2023-12-01 00:31:07,2023-11-29 01:31:07,2023-11-30 06:00:46,2023-11-29 00:59:46,1,5,Ready to use Software,Tier 1,Bulgaria,29.49,29,1,0,0,2018-02-15,Senior,,
Closed,TKT-3722,Low,Phone,Pricing and licensing,Sheela Cutten,2023-11-29 12:46:20,2023-12-01 12:46:20,2023-11-29 12:48:20,2023-12-01 09:30:32,2023-11-29 12:46:49,2,3,Other,Tier 1,Czech Republic,44.74,0,0,0,0,2019-07-10,Senior,,
Closed,TKT-3723,Low,Email,Feature request,Bernard Beckley,2023-11-29 20:07:50,2023-12-01 20:07:50,2023-11-29 21:07:50,2023-11-29 21:45:05,2023-11-29 20:21:10,9,3,Custom software development,Tier 1,United Kingdom,1.62,13,0,0,0,2019-11-20,Senior,,
Resolved,TKT-3724,High,Email,Purchasing and invoicing,Kristos Westoll,2023-11-30 07:39:04,2023-12-02 07:39:04,2023-11-30 08:39:04,2023-12-02 09:19:52,2023-11-30 08:08:17,2,,Custom software development,Tier 1,Greece,49.68,29,0,1,0,2021-10-18,Mid-Level,,
Closed,TKT-3725,Low,Phone,Pricing and licensing,Bernard Beckley,2023-11-30 12:40:21,2023-12-02 12:40:21,2023-11-30 12:42:21,2023-12-04 18:26:21,2023-11-30 12:41:22,4,5,Ready to use Software,Tier 1,Germany,101.77,1,0,1,0,2019-11-20,Senior,,
Closed,TKT-3726,Low,Email,Pricing and licensing,Adolpho Messingham,2023-11-30 08:39:54,2023-12-02 08:39:54,2023-11-30 09:39:54,2023-12-01 11:13:30,2023-11-30 09:15:18,1,3,Ready to use Software,Tier 2,Poland,26.56,35,1,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-3727,High,Chat,Feature request,Sheela Cutten,2023-11-30 15:07:53,2023-12-01 15:07:53,2023-11-30 15:09:53,2023-12-01 07:12:04,2023-11-30 15:08:20,5,,Ready to use Software,Tier 1,Greece,16.07,0,0,0,0,2019-07-10,Senior,,
Resolved,TKT-3728,High,Email,Product setup,Heather Urry,2023-11-30 15:06:50,2023-12-02 15:06:50,2023-11-30 16:06:50,2023-12-02 03:32:57,2023-11-30 16:01:09,7,,Custom software development,Tier 2,Austria,36.44,54,0,0,0,2022-09-25,Junior,,
Closed,TKT-3729,Medium,Email,Bug report,Sheela Cutten,2023-11-30 22:24:05,2023-12-02 22:24:05,2023-11-30 23:24:05,2023-12-01 15:54:40,2023-11-30 23:03:37,1,2,Custom software development,Tier 1,Republic of Ireland,17.51,40,1,0,0,2019-07-10,Senior,,
Closed,TKT-3730,Low,Chat,Product setup,Adolpho Messingham,2023-11-30 01:16:32,2023-12-01 01:16:32,2023-11-30 01:18:32,2023-12-02 19:57:31,2023-11-30 01:20:32,6,4,Custom software development,Tier 2,Italy,66.68,4,0,1,1,2020-05-15,Mid-Level,,
Closed,TKT-3731,Low,Phone,Feature request,Connor Danielovitch,2023-11-30 13:33:41,2023-12-02 13:33:41,2023-11-30 13:35:41,2023-12-01 17:06:21,2023-11-30 13:35:35,2,5,Ready to use Software,Tier 1,Czech Republic,27.54,2,0,0,0,2018-02-15,Senior,,
Resolved,TKT-3732,Low,Email,Pricing and licensing,Connor Danielovitch,2023-11-30 01:43:27,2023-12-02 01:43:27,2023-11-30 02:43:27,2023-12-01 18:12:03,2023-11-30 02:01:13,2,,Ready to use Software,Tier 1,Germany,40.48,18,0,0,0,2018-02-15,Senior,,
Closed,TKT-3733,High,Email,Pricing and licensing,Bernard Beckley,2023-11-30 10:52:26,2023-12-02 10:52:26,2023-11-30 11:52:26,2023-12-01 18:29:08,2023-11-30 11:08:20,7,4,Ready to use Software,Tier 1,Spain,31.61,16,0,0,0,2019-11-20,Senior,,
Closed,TKT-3734,Low,Email,Purchasing and invoicing,Bernard Beckley,2023-11-30 11:14:08,2023-12-02 11:14:08,2023-11-30 12:14:08,2023-12-02 10:47:27,2023-11-30 11:27:48,7,4,Training and Consulting Services,Tier 1,Poland,47.56,14,0,0,0,2019-11-20,Senior,,
Closed,TKT-3735,Low,Chat,Bug report,Nicola Wane,2023-11-30 15:41:41,2023-12-01 15:41:41,2023-11-30 15:43:41,2023-12-01 09:22:16,2023-11-30 15:43:19,2,4,Custom software development,Tier 1,Italy,17.68,2,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3736,Low,Chat,Product setup,Nicola Wane,2023-11-30 12:36:28,2023-12-01 12:36:28,2023-11-30 12:38:28,2023-12-02 08:29:03,2023-11-30 12:37:52,2,1,Other,Tier 1,Italy,43.88,1,0,1,0,2021-03-12,Mid-Level,,
In Progress,TKT-3737,Low,Email,Pricing and licensing,Bernard Beckley,2023-12-01 04:12:24,2023-12-03 04:12:24,2023-12-01 05:12:24,,2023-12-01 05:11:26,10,,Custom software development,Tier 1,United Kingdom,,59,0,,0,2019-11-20,Senior,,
In Progress,TKT-3738,Low,Email,Other,Nicola Wane,2023-12-01 10:27:24,2023-12-03 10:27:24,2023-12-01 11:27:24,,2023-12-01 11:06:51,5,,Custom software development,Tier 1,Greece,,39,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-3739,Medium,Email,Purchasing and invoicing,Heather Urry,2023-12-01 06:10:41,2023-12-03 06:10:41,2023-12-01 07:10:41,2023-12-02 11:33:19,2023-12-01 06:50:06,5,4,Ready to use Software,Tier 2,Bulgaria,29.38,39,0,0,0,2022-09-25,Junior,,
Open,TKT-3740,High,Chat,Product setup,Adolpho Messingham,2023-12-01 05:04:05,2023-12-02 05:04:05,2023-12-01 05:06:05,,,,,Training and Consulting Services,Tier 2,Austria,,,,,,2020-05-15,Mid-Level,,
Open,TKT-3741,Low,Chat,Pricing and licensing,Bernard Beckley,2023-12-01 22:07:45,2023-12-02 22:07:45,2023-12-01 22:09:45,,,,,Ready to use Software,Tier 1,Austria,,,,,,2019-11-20,Senior,,
Closed,TKT-3742,Medium,Email,Product setup,Kristos Westoll,2023-12-01 08:23:02,2023-12-03 08:23:02,2023-12-01 09:23:02,2023-12-02 20:56:45,2023-12-01 09:09:51,1,3,Ready to use Software,Tier 1,Austria,36.56,47,1,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-3743,Medium,Chat,Product setup,Michele Whyatt,2023-12-01 22:43:53,2023-12-02 22:43:53,2023-12-01 22:45:53,,2023-12-01 22:48:41,6,,Ready to use Software,Tier 2,Poland,,5,0,,1,2022-04-10,Junior,,
Closed,TKT-3744,High,Chat,Feature request,Adolpho Messingham,2023-12-02 03:13:09,2023-12-03 03:13:09,2023-12-02 03:15:09,2023-12-02 21:38:16,2023-12-02 03:14:10,7,5,Ready to use Software,Tier 2,Austria,18.42,1,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-3745,Low,Email,Feature request,Nicola Wane,2023-12-02 03:47:24,2023-12-04 03:47:24,2023-12-02 04:47:24,2023-12-08 01:00:06,2023-12-02 03:56:47,3,4,Ready to use Software,Tier 1,Spain,141.21,9,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3746,High,Email,Bug report,Nicola Wane,2023-12-02 17:40:06,2023-12-04 17:40:06,2023-12-02 18:40:06,2023-12-03 17:42:02,2023-12-02 18:34:09,1,2,Custom software development,Tier 1,Republic of Ireland,24.03,54,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3752,Low,Email,Purchasing and invoicing,Nicola Wane,2023-12-02 15:47:24,2023-12-04 15:47:24,2023-12-02 16:47:24,2023-12-02 20:31:13,2023-12-02 18:53:53,5,4,Ready to use Software,Tier 1,Greece,4.73,186,0,0,1,2021-03-12,Mid-Level,,
Resolved,TKT-3753,Low,Chat,Pricing and licensing,Michele Whyatt,2023-12-02 01:33:34,2023-12-03 01:33:34,2023-12-02 01:35:34,2023-12-03 08:36:03,2023-12-02 01:34:00,2,,Ready to use Software,Tier 2,Bulgaria,31.04,0,0,1,0,2022-04-10,Junior,,
In Progress,TKT-3755,Medium,Chat,Product setup,Sheela Cutten,2023-12-03 07:41:59,2023-12-04 07:41:59,2023-12-03 07:43:59,,2023-12-03 07:43:04,2,,Custom software development,Tier 1,Italy,,1,0,,0,2019-07-10,Senior,,
Closed,TKT-3756,Low,Email,Pricing and licensing,Sheela Cutten,2023-12-03 23:02:15,2023-12-05 23:02:15,2023-12-04 00:02:15,2023-12-04 13:52:26,2023-12-03 23:42:01,1,4,Training and Consulting Services,Tier 1,Germany,14.84,40,1,0,0,2019-07-10,Senior,,
Closed,TKT-3757,High,Chat,Pricing and licensing,Sheela Cutten,2023-12-03 09:36:37,2023-12-04 09:36:37,2023-12-03 09:38:37,2023-12-04 08:43:14,2023-12-03 09:37:45,6,4,Ready to use Software,Tier 1,France,23.11,1,0,0,0,2019-07-10,Senior,,
Closed,TKT-3758,Low,Chat,Training request,Nicola Wane,2023-12-03 12:13:20,2023-12-04 12:13:20,2023-12-03 12:15:20,2023-12-04 11:00:37,2023-12-03 12:13:25,7,1,Training and Consulting Services,Tier 1,Czech Republic,22.79,0,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3759,Low,Chat,Feature request,Nicola Wane,2023-12-03 16:40:24,2023-12-04 16:40:24,2023-12-03 16:42:24,2023-12-05 19:04:44,2023-12-03 16:41:17,6,,Ready to use Software,Tier 1,Italy,50.41,1,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3760,Medium,Email,Pricing and licensing,Nicola Wane,2023-12-03 08:41:50,2023-12-05 08:41:50,2023-12-03 09:41:50,2023-12-05 22:34:02,2023-12-03 08:51:54,6,4,Custom software development,Tier 1,Italy,61.87,10,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3762,Low,Chat,Product setup,Connor Danielovitch,2023-12-04 03:02:19,2023-12-05 03:02:19,2023-12-04 03:04:19,2023-12-04 23:07:50,2023-12-04 03:03:24,8,5,Custom software development,Tier 1,Poland,20.09,1,0,0,0,2018-02-15,Senior,,
Resolved,TKT-3763,High,Email,Product setup,Nicola Wane,2023-12-04 14:53:51,2023-12-06 14:53:51,2023-12-04 15:53:51,2023-12-06 06:14:22,2023-12-04 15:11:05,8,,Ready to use Software,Tier 1,Germany,39.34,17,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3765,Low,Email,Feature request,Connor Danielovitch,2023-12-04 04:44:02,2023-12-06 04:44:02,2023-12-04 05:44:02,2023-12-05 06:40:57,2023-12-04 04:58:42,1,3,Ready to use Software,Tier 1,Poland,25.95,15,1,0,0,2018-02-15,Senior,,
Closed,TKT-3766,Low,Email,Pricing and licensing,Bernard Beckley,2023-12-04 17:21:19,2023-12-06 17:21:19,2023-12-04 18:21:19,2023-12-06 01:58:38,2023-12-04 18:05:55,2,5,Custom software development,Tier 1,Republic of Ireland,32.62,45,0,0,0,2019-11-20,Senior,,
Closed,TKT-3767,High,Chat,Pricing and licensing,Nicola Wane,2023-12-04 20:25:55,2023-12-05 20:25:55,2023-12-04 20:27:55,2023-12-04 20:47:39,2023-12-04 20:30:28,5,1,Training and Consulting Services,Tier 1,Austria,0.36,5,0,0,1,2021-03-12,Mid-Level,,
Closed,TKT-3770,Medium,Email,Purchasing and invoicing,Kristos Westoll,2023-12-04 18:47:16,2023-12-06 18:47:16,2023-12-04 19:47:16,2023-12-07 21:46:45,2023-12-04 19:45:57,3,4,Other,Tier 1,France,74.99,59,0,1,0,2021-10-18,Mid-Level,,
In Progress,TKT-3771,Low,Chat,Other,Kristos Westoll,2023-12-04 04:19:29,2023-12-05 04:19:29,2023-12-04 04:21:29,,2023-12-04 04:19:41,5,,Ready to use Software,Tier 1,France,,0,0,,0,2021-10-18,Mid-Level,,
Closed,TKT-3772,Low,Email,Pricing and licensing,Connor Danielovitch,2023-12-04 07:48:05,2023-12-06 07:48:05,2023-12-04 08:48:05,2023-12-04 21:30:06,2023-12-04 08:14:18,1,5,Custom software development,Tier 1,United Kingdom,13.7,26,1,0,0,2018-02-15,Senior,,
Closed,TKT-3773,Low,Email,Bug report,Nicola Wane,2023-12-05 09:29:27,2023-12-07 09:29:27,2023-12-05 10:29:27,2023-12-06 06:39:57,2023-12-05 09:35:08,4,1,Ready to use Software,Tier 1,Greece,21.17,6,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3774,High,Chat,Product setup,Connor Danielovitch,2023-12-05 20:35:11,2023-12-06 20:35:11,2023-12-05 20:37:11,2023-12-06 14:08:19,2023-12-05 20:40:19,8,5,Custom software development,Tier 1,Bulgaria,17.55,5,0,0,1,2018-02-15,Senior,,
Closed,TKT-3775,Medium,Chat,Product setup,Adolpho Messingham,2023-12-05 17:34:01,2023-12-06 17:34:01,2023-12-05 17:36:01,2023-12-06 15:53:36,2023-12-05 17:34:58,6,5,Ready to use Software,Tier 2,Italy,22.33,1,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-3776,Low,Chat,Product setup,Nicola Wane,2023-12-05 02:07:14,2023-12-06 02:07:14,2023-12-05 02:09:14,2023-12-10 05:19:39,2023-12-05 02:08:41,7,,Custom software development,Tier 1,United Kingdom,123.21,1,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-3777,Medium,Email,Bug report,Connor Danielovitch,2023-12-05 16:10:33,2023-12-07 16:10:33,2023-12-05 17:10:33,2023-12-05 23:40:59,2023-12-05 16:28:49,1,5,Ready to use Software,Tier 1,Poland,7.51,18,1,0,0,2018-02-15,Senior,,
Closed,TKT-3778,Low,Chat,Bug report,Nicola Wane,2023-12-05 17:19:35,2023-12-06 17:19:35,2023-12-05 17:21:35,2023-12-06 07:59:58,2023-12-05 17:19:48,2,5,Training and Consulting Services,Tier 1,Slovenia,14.67,0,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-3779,Medium,Email,Product setup,Connor Danielovitch,2023-12-05 03:25:18,2023-12-07 03:25:18,2023-12-05 04:25:18,2023-12-05 18:25:30,2023-12-05 03:38:24,6,5,Other,Tier 1,Italy,15,13,0,0,0,2018-02-15,Senior,,
Closed,TKT-3780,Low,Chat,Feature request,Bernard Beckley,2023-12-05 16:52:36,2023-12-06 16:52:36,2023-12-05 16:54:36,2023-12-09 01:05:16,2023-12-05 16:56:11,6,4,Ready to use Software,Tier 1,Germany,80.21,4,0,1,1,2019-11-20,Senior,,
In Progress,TKT-3781,Low,Email,Product setup,Kristos Westoll,2023-12-05 09:49:17,2023-12-07 09:49:17,2023-12-05 10:49:17,,2023-12-05 10:21:40,1,,Other,Tier 1,Italy,,32,1,,0,2021-10-18,Mid-Level,,
Closed,TKT-3782,Medium,Email,Pricing and licensing,Michele Whyatt,2023-12-06 07:16:35,2023-12-08 07:16:35,2023-12-06 08:16:35,2023-12-06 09:29:44,2023-12-06 08:13:11,2,2,Custom software development,Tier 2,Czech Republic,2.22,57,0,0,0,2022-04-10,Junior,,
Closed,TKT-3783,Low,Chat,Purchasing and invoicing,Kristos Westoll,2023-12-06 00:28:18,2023-12-07 00:28:18,2023-12-06 00:30:18,2023-12-06 13:55:04,2023-12-06 00:29:15,6,5,Custom software development,Tier 1,Italy,13.45,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3784,Low,Chat,Pricing and licensing,Sheela Cutten,2023-12-06 21:29:10,2023-12-07 21:29:10,2023-12-06 21:31:10,2023-12-12 19:04:45,2023-12-06 21:29:34,6,4,Training and Consulting Services,Tier 1,Germany,141.59,0,0,1,0,2019-07-10,Senior,,
Closed,TKT-3785,Low,Email,Product setup,Sheela Cutten,2023-12-06 13:58:09,2023-12-08 13:58:09,2023-12-06 14:58:09,2023-12-12 00:26:39,2023-12-06 14:24:00,1,3,Ready to use Software,Tier 1,Germany,130.47,26,1,1,0,2019-07-10,Senior,,
Resolved,TKT-3786,Medium,Email,Bug report,Sheela Cutten,2023-12-06 09:54:13,2023-12-08 09:54:13,2023-12-06 10:54:13,2023-12-07 22:10:11,2023-12-06 10:51:23,8,,Ready to use Software,Tier 1,Poland,36.27,57,0,0,0,2019-07-10,Senior,,
Open,TKT-3787,Medium,Email,Purchasing and invoicing,Nicola Wane,2023-12-06 03:52:38,2023-12-08 03:52:38,2023-12-06 04:52:38,,,,,Custom software development,Tier 1,Poland,,,,,,2021-03-12,Mid-Level,,
Closed,TKT-3788,Medium,Email,Product setup,Sheela Cutten,2023-12-06 17:56:14,2023-12-08 17:56:14,2023-12-06 18:56:14,2023-12-07 22:24:48,2023-12-06 18:32:59,1,4,Custom software development,Tier 1,Poland,28.48,37,1,0,0,2019-07-10,Senior,,
Resolved,TKT-3789,Low,Chat,Feature request,Connor Danielovitch,2023-12-07 18:49:15,2023-12-08 18:49:15,2023-12-07 18:51:15,2023-12-08 04:22:45,2023-12-07 18:50:56,2,,Ready to use Software,Tier 1,United Kingdom,9.56,2,0,0,0,2018-02-15,Senior,,
Closed,TKT-3790,Medium,Chat,Feature request,Connor Danielovitch,2023-12-07 22:00:48,2023-12-08 22:00:48,2023-12-07 22:02:48,2023-12-09 15:19:40,2023-12-07 22:02:03,6,3,Other,Tier 1,Bulgaria,41.31,1,0,1,0,2018-02-15,Senior,,
In Progress,TKT-3791,High,Email,Pricing and licensing,Sheela Cutten,2023-12-07 02:56:44,2023-12-09 02:56:44,2023-12-07 03:56:44,,2023-12-07 03:43:40,1,,Ready to use Software,Tier 1,Austria,,47,1,,0,2019-07-10,Senior,,
Closed,TKT-3792,Medium,Email,Bug report,Bernard Beckley,2023-12-07 03:27:04,2023-12-09 03:27:04,2023-12-07 04:27:04,2023-12-07 06:57:33,2023-12-07 04:11:17,2,4,Training and Consulting Services,Tier 1,United Kingdom,3.51,44,0,0,0,2019-11-20,Senior,,
Open,TKT-3793,Low,Chat,Product setup,Sheela Cutten,2023-12-07 20:45:23,2023-12-08 20:45:23,2023-12-07 20:47:23,,,,,Other,Tier 1,Bulgaria,,,,,,2019-07-10,Senior,,
Resolved,TKT-3794,Low,Email,Pricing and licensing,Nicola Wane,2023-12-07 01:47:33,2023-12-09 01:47:33,2023-12-07 02:47:33,2023-12-10 12:04:48,2023-12-07 03:53:34,2,,Training and Consulting Services,Tier 1,Greece,82.29,126,0,1,1,2021-03-12,Mid-Level,,
Closed,TKT-3795,Medium,Chat,Pricing and licensing,Bernard Beckley,2023-12-07 22:35:46,2023-12-08 22:35:46,2023-12-07 22:37:46,2023-12-08 20:04:54,2023-12-07 22:36:39,2,2,Other,Tier 1,France,21.49,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-3797,Low,Email,Pricing and licensing,Connor Danielovitch,2023-12-07 01:02:40,2023-12-09 01:02:40,2023-12-07 02:02:40,2023-12-07 18:03:04,2023-12-07 01:38:45,6,5,Other,Tier 1,Poland,17.01,36,0,0,0,2018-02-15,Senior,,
Closed,TKT-3798,Low,Email,Purchasing and invoicing,Nicola Wane,2023-12-08 19:29:32,2023-12-10 19:29:32,2023-12-08 20:29:32,2023-12-08 20:58:51,2023-12-08 20:24:21,3,4,Other,Tier 1,Italy,1.49,55,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-3799,Medium,Chat,Purchasing and invoicing,Bernard Beckley,2023-12-08 22:29:50,2023-12-09 22:29:50,2023-12-08 22:31:50,2023-12-13 18:47:34,2023-12-08 22:29:57,5,,Ready to use Software,Tier 1,Italy,116.3,0,0,1,0,2019-11-20,Senior,,
Closed,TKT-3801,Medium,Email,Pricing and licensing,Adolpho Messingham,2023-12-08 21:05:54,2023-12-10 21:05:54,2023-12-08 22:05:54,2023-12-09 16:13:07,2023-12-08 21:51:50,1,5,Ready to use Software,Tier 2,Spain,19.12,46,1,0,0,2020-05-15,Mid-Level,,
Closed,TKT-3802,Low,Chat,Product setup,Kristos Westoll,2023-12-08 15:21:56,2023-12-09 15:21:56,2023-12-08 15:23:56,2023-12-09 04:56:30,2023-12-08 15:23:01,2,1,Custom software development,Tier 1,United Kingdom,13.58,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-3803,Low,Email,Pricing and licensing,Michele Whyatt,2023-12-08 11:28:58,2023-12-10 11:28:58,2023-12-08 12:28:58,2023-12-09 07:19:22,2023-12-08 12:19:11,3,4,Ready to use Software,Tier 2,Czech Republic,19.84,50,0,0,0,2022-04-10,Junior,,
Closed,TKT-3804,Low,Email,Pricing and licensing,Bernard Beckley,2023-12-08 16:08:01,2023-12-10 16:08:01,2023-12-08 17:08:01,2023-12-10 15:17:11,2023-12-08 16:16:25,1,2,Custom software development,Tier 1,Republic of Ireland,47.15,8,1,0,0,2019-11-20,Senior,,
Closed,TKT-3805,Low,Email,Product setup,Michele Whyatt,2023-12-08 10:42:36,2023-12-10 10:42:36,2023-12-08 11:42:36,2023-12-08 13:25:30,2023-12-08 10:57:17,2,4,Ready to use Software,Tier 2,Poland,2.72,15,0,0,0,2022-04-10,Junior,,
Closed,TKT-3806,Low,Phone,Product setup,Adolpho Messingham,2023-12-08 13:42:26,2023-12-10 13:42:26,2023-12-08 13:44:26,2023-12-09 05:45:39,2023-12-08 13:43:25,4,4,Ready to use Software,Tier 2,United Kingdom,16.05,1,0,0,0,2020-05-15,Mid-Level,,
